,SampleID,simpson,body_mass_kg,dataset,inv_simpson
654,X11166.artic.squirrel.636,0.9786941656665508,0.75999,Song et al,46.935500593377064
655,X11166.artic.squirrel.645,0.9301998621368396,0.75999,Song et al,14.326619267721915
656,X11166.artic.squirrel.648,0.9817875073098046,0.75999,Song et al,54.907365894968535
657,X11166.artic.squirrel.651,0.9813437417718474,0.75999,Song et al,53.60131639317584
658,X11166.artic.squirrel.655,0.986958697262164,0.75999,Song et al,76.67945604074943
659,X11166.artic.squirrel.659,0.9843858038418262,0.75999,Song et al,64.04428315552529
660,X11166.artic.squirrel.665,0.9803773190447403,0.75999,Song et al,50.96143601784243
661,X11166.artic.squirrel.673,0.9878160917273228,0.75999,Song et al,82.07547017097369
662,X11166.artic.squirrel.8739,0.9821601125783862,0.75999,Song et al,56.05416538606946
663,X11166.artic.squirrel.8832,0.982885363527798,0.75999,Song et al,58.429520347932765
664,X11166.artic.squirrel.8840,0.9777829670952785,0.75999,Song et al,45.01051082241863
665,X11166.artic.squirrel.8844,0.9805105670436044,0.75999,Song et al,51.3098560762304
666,X11166.artic.squirrel.8846,0.9683591226853928,0.75999,Song et al,31.604686243587327
667,X11166.artic.squirrel.8850,0.977523255779553,0.75999,Song et al,44.49042931628438
668,X11166.artic.squirrel.8851,0.9740134451096544,0.75999,Song et al,38.48143796742808
669,X11166.artic.squirrel.8852,0.9862713931969757,0.75999,Song et al,72.84060315426215
670,X11166.artic.squirrel.8853,0.9850902273953231,0.75999,Song et al,67.0701040528494
671,X11166.artic.squirrel.9074,0.9921829024041244,0.75999,Song et al,127.92471729246633
672,X11166.artic.squirrel.9525,0.973074713352116,0.75999,Song et al,37.139808874740034
673,X11166.artic.squirrel.9532,0.9869441023066932,0.75999,Song et al,76.59373744270792
674,X11166.artic.squirrel.9540,0.9767729961767132,0.75999,Song et al,43.05333600528475
675,X11166.artic.squirrel.9555,0.983016560343731,0.75999,Song et al,58.880887513906764
676,X11166.artic.squirrel.9561,0.9888455488837324,0.75999,Song et al,89.65030995936753
677,X11166.artic.squirrel.9569,0.9847413685137504,0.75999,Song et al,65.53667679183118
678,X11166.artic.squirrel.9592,0.981075825724398,0.75999,Song et al,52.842464111591404
679,X11166.artic.squirrel.9599,0.977237431327283,0.75999,Song et al,43.93177300761278
680,X11166.artic.squirrel.9674,0.99208799574774,0.75999,Song et al,126.39022529776267
681,X11166.NATL.24720.bear,0.977031208551066,140.00063,Song et al,43.5373363994042
682,X11166.NATL.24722.bear,0.9283556120069149,140.00063,Song et al,13.957827375069717
683,X11166.NATL.25178.bear,0.6472376778636928,140.00063,Song et al,2.834769864151196
684,X11166.NATL.24659.howler,0.9323966001642918,7.00003,Song et al,14.792155460083816
685,X11166.NATL.24716.caracal,0.951213600131749,13.74991,Song et al,20.497515756451147
686,X11166.NATL.24629.chinchilla,0.7365550974361199,0.417,Song et al,3.7958601220515935
687,X11166.NATL.24264.degu,0.9146294902909032,0.21,Song et al,11.713646824969628
688,X11166.NATL.24580.degu,0.9403629213183978,0.21,Song et al,16.76809163203523
689,X11166.NATL.24739.marmoset,0.9383214420604922,0.342,Song et al,16.213089822572783
690,X11166.NATL.25062.anteater,0.9680557053949068,22.33315,Song et al,31.30449466367495
691,X11166.NATL.25080.anteater,0.4878203715994,22.33315,Song et al,1.952440012350223
692,X11166.NATL.24687.tamarin,0.948148107241366,0.5728,Song et al,19.285699070907828
693,X11166.NATL.24743.tamarin,0.9683190457265872,0.5728,Song et al,31.564705765167496
694,X11166.NATL.24679.tamarin,0.9469886366437914,0.5355,Song et al,18.86388005681959
695,X11166.NATL.24709.tamarin,0.9447784081439852,0.5355,Song et al,18.10885862557905
696,X11166.NATL.25074.tamarin,0.9370983847920564,0.5355,Song et al,15.897842951951962
697,X11166.NATL.24270.tenrec,0.9635457063711912,0.18,Song et al,27.431610942249282
698,X11166.NATL.24586.tenrec,0.9527499361470698,0.18,Song et al,21.163992563324033
699,X11166.NATL.24758.tenrec,0.9440541038943876,0.18,Song et al,17.874412058969266
700,X11166.NATL.24714.lion,0.9067329882481024,161.49906,Song et al,10.72190457500805
701,X11166.NATL.24674.meerkat,0.9662440375169248,0.7255,Song et al,29.62439600119198
702,X11166.NATL.24246.nakedmolerat,0.9588006891185732,0.055,Song et al,24.272250642202202
703,X11166.NATL.24287.nakedmolerat,0.9167168055981516,0.055,Song et al,12.007224352789786
704,X11166.NATL.24630.nakedmolerat,0.7481079119450835,0.055,Song et al,3.9699539899085043
705,X11166.NATL.24652.saki,0.9794951526011072,1.3755,Song et al,48.76895597155222
706,X11166.NATL.24732.saki,0.9316984879428905,1.3755,Song et al,14.640964304917015
707,X11166.NATL.24747.saki,0.945058000155811,1.3755,Song et al,18.201012027882452
708,X11166.NATL.24735.porcupine,0.9219733563171012,4.399970000000001,Song et al,12.816135012342858
709,X11166.NATL.24240.squirrel,0.9126670604674922,0.36146,Song et al,11.450433311336923
710,X11166.NATL.24248.squirrel,0.95660189990819,0.36146,Song et al,23.04248337794672
711,X11166.NATL.24622.squirrel,0.9244901577734408,0.36146,Song et al,13.243306706953604
712,X11166.NATL.24754.squirrel,0.5816483424371012,0.36146,Song et al,2.390333543377083
713,X11166.NATL.24654.phorse,0.903021924976012,250.0,Song et al,10.311609090535617
714,X11166.NATL.24666.phorse,0.921275401879002,250.0,Song et al,12.702510065062791
715,X11166.NATL.24711.phorse,0.7638326747524036,250.0,Song et al,4.234286004431841
716,X11166.NATL.24748.lemur,0.9707212176137444,3.8726,Song et al,34.15442578204456
717,X11166.NATL.24660.hyrax,0.9109787791319748,3.02998,Song et al,11.233276630552048
718,X11166.NATL.24671.sandcat,0.5073746140472501,2.52499,Song et al,2.029940048797881
719,X11166.NATL.24672.sandcat,0.9353389431871636,2.52499,Song et al,15.465259141905669
720,X11166.NATL.24359.shrew,0.9430853144177452,0.038200000000000005,Song et al,17.570157680213672
721,X11166.NATL.24364.shrew,0.9642104474241384,0.038200000000000005,Song et al,27.941114879274974
722,X11166.NATL.24589.shrew,0.9608949468911264,0.038200000000000005,Song et al,25.572142741140624
723,X11166.NATL.24625.shrew,0.9680941256290376,0.038200000000000005,Song et al,31.34219073181404
724,X11166.NATL.24632.shrew,0.8990375810241912,0.038200000000000005,Song et al,9.904675523271742
725,X11166.NATL.24665.bear,0.9297826830853342,93.13,Song et al,14.241501155837197
726,X11166.NATL.24710.bear,0.9391572991048756,93.13,Song et al,16.435825255747872
727,X11166.NATL.24729.bear,0.8091602674032518,93.13,Song et al,5.239998958251732
728,X11166.NATL.25024.bear,0.9688444641235284,93.13,Song et al,32.09702455335369
729,X11166.NATL.24752.tamandua,0.964027024335116,5.51506,Song et al,27.798645553144418
730,X11166.NATL.24718.tiger,0.966437716520602,162.564,Song et al,29.795350504498373
731,X11166.NATL.24719.tiger,0.988776439797288,162.564,Song et al,89.09828806000142
732,X11166.NATL.24740.armadillo,0.9434174482692652,1.2,Song et al,17.673292727390645
733,X11166.NATL.24658.armadillo,0.9060166520552754,1.2,Song et al,10.6401827756566
734,X11166.NATL.24678.titi,0.9414365577994752,0.85473,Song et al,17.075499021658242
735,X11166.NATL.24708.titi,0.9550398452145804,0.85473,Song et al,22.241916309511822
736,X11166.NATL.24686.sloth,0.94530737666523,5.16,Song et al,18.28400137033225
737,X11166.NATL.25058.sloth,0.9670176490485174,5.16,Song et al,30.319245631429084
738,X10171.Mong.DOM1.ETOH,0.9504418819997852,250.0,Song et al,20.178328805699714
739,X10171.Mong.DOM11,0.9831956443919376,250.0,Song et al,59.508381238981954
740,X10171.Mong.DOM12,0.9774985626927298,250.0,Song et al,44.441605500325174
741,X10171.Mong.DOM13,0.9844865484803988,250.0,Song et al,64.46018790444577
742,X10171.Mong.DOM14,0.987423290196036,250.0,Song et al,79.51205168817815
743,X10171.Mong.DOM15.ETOH,0.9772106081658776,250.0,Song et al,43.88006521976183
744,X10171.Mong.DOM16,0.9835142877711036,250.0,Song et al,60.6585864241392
745,X10171.Mong.DOM2.ETOH,0.962202339334687,250.0,Song et al,26.45666378283836
746,X10171.Mong.DOM21,0.973692592764255,250.0,Song et al,38.012107808224364
747,X10171.Mong.DOM22,0.98325930995445,250.0,Song et al,59.73469416607583
748,X10171.Mong.DOM23,0.9607043446618456,250.0,Song et al,25.44810593931089
749,X10171.Mong.DOM24.ETOH,0.96053062524592,250.0,Song et al,25.33609934868881
750,X10171.Mong.DOM25,0.982871084138932,250.0,Song et al,58.3808110280278
751,X10171.Mong.DOM27,0.9817534261164894,250.0,Song et al,54.80480918687421
752,X10171.Mong.DOM28,0.9836540048853656,250.0,Song et al,61.17706465632731
753,X10171.Mong.DOM29,0.9630965762009528,250.0,Song et al,27.097756713452114
754,X10171.Mong.DOM3,0.9759752437998558,250.0,Song et al,41.62373144057118
755,X10171.Mong.DOM30,0.9776150067698898,250.0,Song et al,44.67278545587819
756,X10171.Mong.DOM31.ETOH,0.9661012436282664,250.0,Song et al,29.499607272727232
757,X10171.Mong.DOM32,0.9477011860373612,250.0,Song et al,19.120892506556256
758,X10171.Mong.DOM35,0.9825752404469608,250.0,Song et al,57.38960109929204
759,X10171.Mong.DOM36,0.9607558609100744,250.0,Song et al,25.481511970706222
760,X10171.Mong.DOM4,0.9749705586219206,250.0,Song et al,39.95294920468314
761,X10171.Mong.DOM5,0.9826340936187502,250.0,Song et al,57.584094837670754
762,X10171.Mong.DOM8.ETOH,0.971030946236326,250.0,Song et al,34.51959488072612
763,X10171.Mong.DOM9.ETOH,0.974014865159376,250.0,Song et al,38.483540921890594
764,X10171.USA.DOM.Abby.2.15.ETOH,0.932485274380232,250.0,Song et al,14.81158355929398
765,X10171.USA.DOM.Amper.2.15.RNAlater,0.987638979970396,250.0,Song et al,80.89947250348666
766,X10171.USA.DOM.Cappi.2.15.RNAlater,0.9848383263530658,250.0,Song et al,65.95577924223466
767,X10171.USA.DOM.Scout.2.15.ETOH,0.988306561122786,250.0,Song et al,85.5180422543292
768,X10171.USA.DOM.Velvet.2.15.ETOH,0.9798238941116256,250.0,Song et al,49.56357810236353
769,X10171.Przw.2SH.ETOH1,0.983701813225988,250.0,Song et al,61.356518603317014
770,X10171.Przw.3AS.RNAL1,0.9711498359546727,250.0,Song et al,34.661847968312195
771,X10171.Przw.3CA.ETOH1,0.9779046180214171,250.0,Song et al,45.25832596916877
772,X10171.Przw.3CH.RNAL1,0.9755740797535424,250.0,Song et al,40.94011566033117
773,X10171.Przw.3DI.ETOH1,0.97684620762902,250.0,Song et al,43.189469093337685
774,X10171.Przw.3HA.RNAL1,0.9581271910923436,250.0,Song et al,23.88184662283667
775,X10171.Przw.3KD.RNAL1,0.9770207948531088,250.0,Song et al,43.517606183836456
776,X10171.Przw.3SR.RNAL1,0.983729188628952,250.0,Song et al,61.45975005151749
777,X10171.Przw.3TA.RNAL1,0.986515089507509,250.0,Song et al,74.15696237337607
778,X10171.Przw.3YO.RNAL1,0.9833177686679836,250.0,Song et al,59.944019483820966
779,X10171.Przw.5AS.RNAL2,0.9816230971087196,250.0,Song et al,54.416133442947526
780,X10171.Przw.5BR.ETOH1,0.9820166086648672,250.0,Song et al,55.60686420955394
781,X10171.Przw.5CA.RNAL2,0.9768061306702142,250.0,Song et al,43.11484150321517
782,X10171.Przw.5CL.RNAL1,0.9856075199521916,250.0,Song et al,69.48072859425483
783,X10171.Przw.5CM.RNAL1,0.9807402995318768,250.0,Song et al,51.92188744861862
784,X10171.Przw.5HS.RNAL1,0.9776030941305598,250.0,Song et al,44.64902454961267
785,X10171.Przw.5KH.RNAL1,0.9814604225239608,250.0,Song et al,53.93866183263424
786,X10171.Przw.5KL.ETOH1,0.9628392316347631,250.0,Song et al,26.91010019414668
787,X10171.Przw.5NA.RNAL1,0.9749574626078228,250.0,Song et al,39.93205577931492
788,X10171.Przw.5PX.ETOH1,0.972022062050256,250.0,Song et al,35.742448274646684
789,X10171.Przw.5SH.RNAL2,0.9822070531108458,250.0,Song et al,56.20204490182313
790,X10171.Przw.5SR.RNAL1,0.98806136587088,250.0,Song et al,83.76167568121217
791,X10171.Przw.5SS.RNAL1,0.9551330162546384,250.0,Song et al,22.288104002609305
792,X10171.Przw.5UH.ETOH1,0.9751923230534224,250.0,Song et al,40.31010247970669
793,X10171.Przw.6AH.ETOH1,0.9596668405570143,250.0,Song et al,24.793495322715415
794,X10171.Przw.6AR.RNAL1,0.9840498042993978,250.0,Song et al,62.69515551851478
795,X10171.Przw.6BI.RNAL1,0.9811425680613068,250.0,Song et al,53.02949008386033
796,X10171.Przw.6CH.RNAL2,0.9803127856740652,250.0,Song et al,50.7943878419944
797,X10171.Przw.6CI.ETOH1,0.950866240191549,250.0,Song et al,20.352604887118765
798,X10171.Przw.6CL.RNAL2,0.973491261270412,250.0,Song et al,37.723409257636185
799,X10171.Przw.6CR.RNAL2,0.9845001967360552,250.0,Song et al,64.51694792321452
800,X10171.Przw.6DI.ETOH2,0.9745621365436976,250.0,Song et al,39.31147762145267
801,X10171.Przw.6GH.ETOH1,0.9787308502843552,250.0,Song et al,47.0164540364507
802,X10171.Przw.6HA.RNAL2,0.9768927537032234,250.0,Song et al,43.27646778662225
803,X10171.Przw.6HS.ETOH2,0.9497674372737412,250.0,Song et al,19.907405589666567
804,X10171.Przw.6LI.RNAL1,0.9704607173815072,250.0,Song et al,33.85322564922273
805,X10171.Przw.6UL.RNAL1,0.981498211624882,250.0,Song et al,54.0488292118207
806,X10171.Przw.6YO.ETOH2,0.9651038953738922,250.0,Song et al,28.656493632009617
807,X10171.Przw.7BG.RNAL2,0.983465611622318,250.0,Song et al,60.48001154671048
808,X10171.Przw.7ED.ETOH1,0.914206236582256,250.0,Song et al,11.65585888954229
809,X10171.Przw.7KH.RNAL2,0.9750103989057728,250.0,Song et al,40.01664517289985
810,X10171.Przw.7MY.ETOH2,0.954299604851442,250.0,Song et al,21.881648873041627
811,X10171.Przw.7SD.RNAL2,0.9734447151962085,250.0,Song et al,37.65728770708649
812,X10171.Przw.7VE.ETOH2,0.9520671289059996,250.0,Song et al,20.86250994727432
813,X10171.Przw.8BI.RNAL2,0.9866160708210352,250.0,Song et al,74.71647426016537
814,X10171.Przw.8CI.RNAL2,0.968737250369558,250.0,Song et al,31.986949702794366
815,X10171.Przw.8GH.RNAL2,0.98272868470853,250.0,Song et al,57.89946990857635
816,X10171.Przw.8KL.RNAL2,0.9844934909457038,250.0,Song et al,64.48904756695985
817,X10171.Przw.8LI.RNAL2,0.971969993560469,250.0,Song et al,35.676053166712414
818,X10171.Przw.8PX.RNAL2,0.9803010308180374,250.0,Song et al,50.7640775901946
819,X10171.Przw.8SS.RNAL2,0.9802411520547823,250.0,Song et al,50.61023814609778
820,X10171.Przw.8SY.RNAL1,0.9855679952349444,250.0,Song et al,69.29044275410128
821,X10171.Przw.8UH.RNAL2,0.9829648074205488,250.0,Song et al,58.70200734955334
822,X10171.Przw.9AH.RNAL2,0.980297638477036,250.0,Song et al,50.75533706121746
823,X10171.Przw.9CH.RNAL3,0.9852947145552138,250.0,Song et al,68.00276021534498
824,X10171.Przw.9KD.RNAL2,0.974691439960002,250.0,Song et al,39.51232304088358
825,X10171.Przw.9SH.RNAL3,0.983010012336682,250.0,Song et al,58.85819459180852
826,X10171.Przw.9SY.RNAL3,0.9821099374882278,250.0,Song et al,55.89695392858308
827,X10171.Przw.9UH.RNAL4,0.9834660849722252,250.0,Song et al,60.481743030621125
828,X10171.Przw.9UL.RNAL2,0.9836113245020704,250.0,Song et al,61.01774363195697
829,X10171.Przw.unknown1,0.9770843815239696,250.0,Song et al,43.6383596212336
830,X10171.Przw.unknown2,0.98261886753007,250.0,Song et al,57.53365045287104
831,X10171.Przw.unknown3,0.980024121122352,250.0,Song et al,50.0603756222687
832,X10171.Unknown1.ETOH,0.9713054891824754,250.0,Song et al,34.849870986100576
833,X10171.Unknown2.ETOH,0.9767364693422113,250.0,Song et al,42.98573654662325
834,X10171.Unknown3.ETOH,0.9556645093087216,250.0,Song et al,22.555293387036276
835,X11166.USDA.46000,0.9683046085544188,0.03121,Song et al,31.550328120002273
836,X11166.USDA.46001,0.8901656626060477,0.03121,Song et al,9.104620865633427
837,X11166.USDA.46002,0.922896388636052,0.03121,Song et al,12.969561117957932
838,X11166.USDA.46003,0.2978368895388684,0.03121,Song et al,1.4241705169376813
839,X11166.USDA.46004,0.974835417223428,0.03121,Song et al,39.73838981868567
840,X11166.USDA.46005,0.9738810649189537,0.03121,Song et al,38.28640014981573
841,X11166.USDA.46006,0.962010869297243,0.03121,Song et al,26.323318841497645
842,X11166.USDA.46007,0.9739606665950068,0.03121,Song et al,38.403440842623255
843,X11166.USDA.46008,0.8821542943191109,0.03121,Song et al,8.485671957431101
844,X11166.USDA.46010,0.3808712991186816,0.03121,Song et al,1.6151730626871572
845,X11166.USDA.46011,0.9133170487816664,0.03121,Song et al,11.53629388414845
846,X11166.USDA.46012,0.96904966130828,0.03121,Song et al,32.309824133443946
847,X11166.USDA.46013,0.3246799316403842,0.03121,Song et al,1.4807793324268403
848,X11166.USDA.46014,0.9634696548194416,0.03121,Song et al,27.374501802742436
849,X11166.USDA.46015,0.6551217150256052,0.03121,Song et al,2.899573686044757
850,X11166.USDA.46016,0.9422272099277254,0.03121,Song et al,17.309186534854636
851,X11166.USDA.46021,0.4297475171318149,0.03121,Song et al,1.753609199508127
852,X11166.USDA.46024,0.7403605940146877,0.03121,Song et al,3.851495485460206
853,X11166.USDA.46027,0.810112489633144,0.03121,Song et al,5.266275797012847
854,X11166.USDA.46030,0.9763790901623096,0.03121,Song et al,42.33537179014009
855,X11166.AR.M1.flyingsquirrel,0.9790155702535084,0.14375,Song et al,47.654380513589594
856,X11166.AR.M10.flyingsquirrel,0.949631191392132,0.14375,Song et al,19.853556747494576
857,X11166.AR.M11.flyingsquirrel,0.9745525906539032,0.14375,Song et al,39.29673101098534
858,X11166.AR.M12.flyingsquirrel,0.9621813541554698,0.14375,Song et al,26.441983251090736
859,X11166.AR.M13.flyingsquirrel,0.972268992918488,0.14375,Song et al,36.0607170544012
860,X11166.AR.M17.flyingsquirrel,0.9474390290804487,0.14375,Song et al,19.025523739479233
861,X11166.AR.M18.flyingsquirrel,0.9566732968525188,0.14375,Song et al,23.080454485448996
862,X11166.AR.M22.flyingsquirrel,0.9602251567725032,0.14375,Song et al,25.141519585140404
863,X11166.AR.M23.flyingsquirrel,0.9684771445955768,0.14375,Song et al,31.723014529314554
864,X11166.AR.M24.flyingsquirrel,0.9683495767955986,0.14375,Song et al,31.595154148237047
865,X11166.AR.M25.flyingsquirrel,0.9520441714355026,0.14375,Song et al,20.852522622043033
866,X11166.AR.M27.flyingsquirrel,0.9073399017207257,0.14375,Song et al,10.792131873053215
867,X11166.AR.M28.flyingsquirrel,0.9412921860777932,0.14375,Song et al,17.033507691584138
868,X11166.AR.M3.flyingsquirrel,0.9771538850686704,0.14375,Song et al,43.77111832824882
869,X11166.AR.M30.flyingsquirrel,0.9538075576229552,0.14375,Song et al,21.648563023308494
870,X11166.AR.M31.flyingsquirrel,0.9240631172655364,0.14375,Song et al,13.168831323993158
871,X11166.AR.M32.flyingsquirrel,0.8790597693010891,0.14375,Song et al,8.268547151109454
872,X11166.AR.M35.flyingsquirrel,0.94401655146842,0.14375,Song et al,17.86242230926351
873,X11166.AR.M36.flyingsquirrel,0.960219792140222,0.14375,Song et al,25.138129079790613
874,X11166.AR.M4.flyingsquirrel,0.9788097419355476,0.14375,Song et al,47.191497005765314
875,X11166.AR.M40.flyingsquirrel,0.9675037794031648,0.14375,Song et al,30.77280931855163
876,X11166.AR.M41.flyingsquirrel,0.9606362611668668,0.14375,Song et al,25.404090913190448
877,X11166.AR.M42.flyingsquirrel,0.965910010265776,0.14375,Song et al,29.334124410019122
878,X11166.AR.M44.flyingsquirrel,0.957547889697638,0.14375,Song et al,23.555955001472846
879,X11166.AR.M49.flyingsquirrel,0.9680232020346156,0.14375,Song et al,31.27267467751215
880,X11166.AR.M5.flyingsquirrel,0.9821865412815356,0.14375,Song et al,56.137329409445776
881,X11166.AR.M50.flyingsquirrel,0.9614161840305548,0.14375,Song et al,25.917602364470852
882,X11166.AR.M51.flyingsquirrel,0.9540533840080706,0.14375,Song et al,21.764388484576358
883,X11166.AR.M52.flyingsquirrel,0.9741638914884784,0.14375,Song et al,38.70551943045329
884,X11166.AR.M53.flyingsquirrel,0.9826755117356262,0.14375,Song et al,57.72176267142075
885,X11166.AR.M55.flyingsquirrel,0.9807418773649004,0.14375,Song et al,51.9261414493961
886,X11166.AR.M56.flyingsquirrel,0.968913494318322,0.14375,Song et al,32.16829869010934
887,X11166.AR.M58.flyingsquirrel,0.963932748811941,0.14375,Song et al,27.725983185851337
888,X11166.AR.M59.flyingsquirrel,0.9480700045066855,0.14375,Song et al,19.256693371535945
889,X11166.AR.M62.flyingsquirrel,0.9752596965235408,0.14375,Song et al,40.41987605170314
890,X11166.AR.M63.flyingsquirrel,0.9736533836136124,0.14375,Song et al,37.95553802182609
891,X11166.AR.M64.flyingsquirrel,0.9831502028008507,0.14375,Song et al,59.34789529992029
892,X11166.AR.M65.flyingsquirrel,0.9170151738229612,0.14375,Song et al,12.05039579002807
893,X11166.AR.M66.flyingsquirrel,0.9834694773132264,0.14375,Song et al,60.49415490050544
894,X11166.AR.M67.flyingsquirrel,0.9711576462281408,0.14375,Song et al,34.671234113204626
895,X11166.AR.M7.flyingsquirrel,0.9429529342270444,0.14375,Song et al,17.52938536716242
896,X11166.AR.M71.flyingsquirrel,0.9741290213786512,0.14375,Song et al,38.653350328804244
897,X11166.AR.M72.flyingsquirrel,0.9788510811607724,0.14375,Song et al,47.28374096103533
898,X11166.AR.M78.flyingsquirrel,0.9586049589319648,0.14375,Song et al,24.157482978611906
899,X11166.AR.M8.flyingsquirrel,0.9496508354132788,0.14375,Song et al,19.861302728818934
900,X11166.AR.M83.flyingsquirrel,0.9623059240727024,0.14375,Song et al,26.529367689733252
901,X11166.AR.M9.flyingsquirrel,0.970900617228556,0.14375,Song et al,34.36499007055667
902,X11166.TS.135.aardvark,0.859031940271131,52.3504,Song et al,7.093805518238317
903,X11166.TS.137.aardvark,0.917837224828386,52.3504,Song et al,12.170961824394235
904,X11166.TS.174.aardvark,0.9548409593619244,52.3504,Song et al,22.143960231893296
905,X11166.TS.175.aardvark,0.9580983167480072,52.3504,Song et al,23.865389702511298
906,X11166.TS.207.wilddog,0.9351043194165174,22.050069999999998,Song et al,15.409346061385204
907,X11166.TS.208.wilddog,0.9364887890032928,22.050069999999998,Song et al,15.745251654103178
908,X11166.TS.209.wilddog,0.9420490725793328,22.050069999999998,Song et al,17.255979231203245
909,X11166.TS.210.wilddog,0.9055993152204675,22.050069999999998,Song et al,10.593143496103279
910,X11166.TS.059.wildebeest,0.982371147745326,179.99895999999998,Song et al,56.72519036143517
911,X11166.TS.088.wildebeest,0.9794810309955436,179.99895999999998,Song et al,48.73539210390233
912,X11166.TS.177.hyena,0.967528078031732,42.97793,Song et al,30.795836506912465
913,X11166.TS.082.pangolin,0.8729308347032539,7.179930000000001,Song et al,7.869729825207309
914,X11166.TS.083.pangolin,0.8431286456571625,7.179930000000001,Song et al,6.3746501341126365
915,X11166.TS.112.pangolin,0.6156648445982393,7.179930000000001,Song et al,2.601895730705823
916,X11166.TS.113.pangolin,0.6928116491412151,7.179930000000001,Song et al,3.2553317767564107
917,X11166.TS.114.pangolin,0.6342786985638762,7.179930000000001,Song et al,2.7343225458106333
918,X11166.TS.115.pangolin,0.6317220568236841,7.179930000000001,Song et al,2.715340460998617
919,X11166.TS.116.pangolin,0.3615292752125388,7.179930000000001,Song et al,1.5662425247968688
920,X11166.TS.117.pangolin,0.773117117614632,7.179930000000001,Song et al,4.407560365446465
921,X11166.TS.118.pangolin,0.9255041521662168,7.179930000000001,Song et al,13.423566938002006
922,X11166.TS.119.pangolin,0.1245183220929165,7.179930000000001,Song et al,1.142228358668326
923,X11166.TS.120.pangolin,0.9698087567760532,7.179930000000001,Song et al,33.12218687327285
924,X11166.TS.121.pangolin,0.9402189440549718,7.179930000000001,Song et al,16.727707200748533
925,X11166.TS.124.pangolin,0.4376506460733163,7.179930000000001,Song et al,1.778254021307856
926,X11166.TS.126.pangolin,0.8661452060008934,7.179930000000001,Song et al,7.47078210741316
927,X11166.TS.127.pangolin,0.9084728647234996,7.179930000000001,Song et al,10.925721612274153
928,X11166.TS.129.pangolin,0.890985899103495,7.179930000000001,Song et al,9.173125235875428
929,X11166.TS.065.baboon,0.9502305312662406,21.250049999999998,Song et al,20.092639633134844
930,X11166.TS.086.baboon,0.9626698512596532,21.250049999999998,Song et al,26.78799934486171
931,X11166.TS.031.cheetah,0.7290742755034519,46.7,Song et al,3.691048540548394
932,X11166.TS.032.cheetah,0.9199396084410122,46.7,Song et al,12.490570936855944
933,X11166.TS.100.eland,0.9655643859419022,569.99363,Song et al,29.03970285858289
934,X11166.TS.152.eland,0.9839991558593324,569.99363,Song et al,62.49670274947613
935,X11166.TS.153.eland,0.9785251797496964,569.99363,Song et al,46.566163923344796
936,X11166.TS.027.Fourstripedgrassmouse,0.9352248658595392,0.04112,Song et al,15.438022834990408
937,X11166.TS.028.Fourstripedgrassmouse,0.9773444084063,0.04112,Song et al,44.13921375057258
938,X11166.TS.061.gemsbok,0.981438806211534,169.00128,Song et al,53.875845023578414
939,X11166.TS.157.gemsbok,0.9848440854436028,169.00128,Song et al,65.98084175513561
940,X11166.TS.166.giraffe,0.9791111080431024,899.9948,Song et al,47.872333394390346
941,X11166.TS.182.giraffe,0.970704177017087,899.9948,Song et al,34.13455906609134
942,X11166.TS.168.impala,0.979101877719913,52.500080000000004,Song et al,47.851189049308005
943,X11166.TS.170.impala,0.9741933180743731,52.500080000000004,Song et al,38.7496541741373
944,X11166.TS.172.impala,0.981723289505734,52.500080000000004,Song et al,54.71444110873946
945,X11166.TS.063.kudu,0.972121702205712,213.50104000000002,Song et al,35.87019578379322
946,X11166.TS.142.kudu,0.9711716889420532,213.50104000000002,Song et al,34.68812300484527
947,X11166.TS.143.kudu,0.6340320043705976,213.50104000000002,Song et al,2.7324793750889906
948,X11166.TS.145.kudu,0.9847906757957456,213.50104000000002,Song et al,65.7491408934711
949,X11166.TS.099.zebra,0.9841221479435412,286.99875,Song et al,62.98081103440075
950,X11166.TS.176.zebra,0.991772271359668,286.99875,Song et al,121.54022619292923
951,X11166.TS.150.zebra,0.9803450523594028,276.0,Song et al,50.87777481200238
952,X11166.TS.151.zebra,0.9873317758806528,276.0,Song et al,78.9376624994167
953,X11166.TS.067.porcupine,0.9502019724885088,14.936020000000001,Song et al,20.081116662085538
954,X11166.TS.069.porcupine,0.951064652694298,14.936020000000001,Song et al,20.43512624428596
955,X11166.TS.085.porcupine,0.9699933632398434,14.936020000000001,Song et al,33.325960786375774
956,X11166.TS.096.rockrabbit,0.9333305195311076,1.754,Song et al,14.99936692121958
957,X11166.TS.098.rockrabbit,0.9088595915976448,1.754,Song et al,10.972081621417873
958,X11166.TS.159.antelope,0.981597851780338,227.49927,Song et al,54.34148166090396
959,X11166.TS.161.antelope,0.9731229161509948,227.49927,Song et al,37.206417393269845
960,X11166.TS.049.springbok,0.9584558537112112,31.5,Song et al,24.070779865077235
961,X11166.TS.050.springbok,0.9623898647895712,31.5,Song et al,26.588577637517073
962,X11166.TS.051.springbok,0.9543636648722104,31.5,Song et al,21.912364286041527
963,X11166.TS.038.warthog,0.9807679905014453,82.5,Song et al,51.99664653218626
964,X11166.TS.040.warthog,0.9622549600660324,82.5,Song et al,26.49354727798493
965,X11166.TS.042.warthog,0.9692670866989662,82.5,Song et al,32.53840565666003
966,X11166.TS.057.warthog,0.9737915228948504,82.5,Song et al,38.15559355043614
